#Overview of data in ClinVar by gene, dated September 29, 2015
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number
AMMECR1L	83607	9	9	-	-	-
AMN	81693	50	50	3	24	605799
AMN1	196394	9	9	-	-	-
AMOT	154796	80	80	-	-	300410
AMOTL1	154810	5	5	-	-	614657
AMOTL2	51421	11	11	-	-	614658
AMPD1	270	41	40	37	7	102770
AMPD2	271	13	13	7	7	102771
AMPD3	272	13	13	9	-	102772
AMPH	273	9	9	-	-	600418
AMT	275	27	27	8	26	238310
AMTN	401138	9	9	-	-	610912
AMY1A	276	21	18	-	-	104700
AMY1B	277	11	11	-	-	104701
AMY1C	278	11	11	-	-	104702
AMY2A	279	22	19	-	-	104650
AMY2B	280	14	14	-	-	104660
AMZ1	155185	17	17	-	-	615168
AMZ2	51321	4	4	-	-	615169
ANAPC1	64682	17	17	-	-	608473
ANAPC10	10393	14	14	-	1	613745
ANAPC11	51529	12	12	-	-	614534
ANAPC13	25847	11	11	-	-	614484
ANAPC15	25906	4	4	-	-	614717
ANAPC16	119504	6	6	-	-	613427
ANAPC2	29882	34	34	-	-	606946
ANAPC4	29945	10	10	-	-	606947
ANAPC5	51433	11	11	-	1	606948
ANAPC7	51434	2	2	-	-	606949
ANG	283	23	23	10	10	105850
ANGEL1	23357	10	10	-	-	-
ANGEL2	90806	5	5	-	-	-
ANGPT1	284	28	28	-	1	601667
ANGPT2	285	59	59	-	-	601922
ANGPT4	51378	31	31	-	-	603705
ANGPTL1	9068	7	7	-	-	603874
ANGPTL2	23452	18	18	-	-	605001
ANGPTL3	27329	18	18	7	7	604774
ANGPTL4	51129	5	5	2	-	605910
ANGPTL5	253935	7	7	-	-	607666
ANGPTL6	83854	2	2	-	-	609336
ANGPTL7	10218	25	25	-	-	-
ANK1	286	41	41	9	11	612641
ANK2	287	228	196	211	16	106410
ANK3	288	34	34	28	3	600465
ANKAR	150709	12	12	-	1	609803
ANKDD1A	348094	4	4	-	-	-
ANKDD1B	728780	1	1	-	-	-
ANKEF1	63926	15	15	-	-	-
ANKFN1	162282	7	5	-	-	-
ANKFY1	51479	24	24	-	-	607927
ANKH	56172	58	57	15	12	605145
ANKHD1	54882	6	6	-	-	610500
ANKHD1-EIF4EBP3	404734	6	6	-	-	-
ANKIB1	54467	3	3	-	-	-
ANKK1	255239	3	3	1	1	608774
ANKLE1	126549	5	5	-	-	-
ANKLE2	23141	14	14	-	-	616062
ANKMY1	51281	56	56	-	2	-
ANKMY2	57037	20	20	-	-	-
ANKRA2	57763	1	1	-	-	605787
ANKRD1	27063	68	55	68	2	609599
ANKRD10	55608	51	51	-	-	-
ANKRD10-IT1	100505494	51	51	-	-	-
ANKRD11	29123	38	38	3	10	611192
ANKRD12	23253	46	46	-	-	610616
ANKRD13A	88455	2	2	-	-	615123
ANKRD13B	124930	1	1	-	-	615124
ANKRD13C	81573	10	10	-	-	615125
ANKRD13D	338692	5	5	-	-	615126
ANKRD16	54522	19	19	-	-	-
ANKRD17	26057	11	11	-	-	615929
ANKRD18A	253650	30	30	-	-	-
ANKRD18B	441459	35	35	-	1	-
ANKRD2	26287	4	4	-	-	610734
ANKRD20A1	84210	19	19	-	-	-
ANKRD20A2	441430	21	21	-	-	-
ANKRD20A3	441425	22	22	-	-	-
ANKRD20A4	728747	22	22	-	-	-
ANKRD22	118932	3	3	-	-	-
ANKRD23	200539	21	21	-	-	610736
ANKRD24	170961	12	12	-	-	-
ANKRD26	22852	8	8	3	4	610855
ANKRD27	84079	7	7	-	-	-
ANKRD28	23243	11	11	-	-	611122
ANKRD29	147463	20	20	-	-	-
ANKRD30A	91074	4	4	-	-	610856
ANKRD30B	374860	26	26	-	-	-
ANKRD31	256006	2	2	1	-	-
ANKRD33	341405	3	3	-	-	-
ANKRD33B	651746	47	47	-	-	-
ANKRD34A	284615	121	121	-	-	-
ANKRD34B	340120	2	2	-	-	-
ANKRD34C	390616	5	5	-	-	-
ANKRD34C-AS1	729911	5	5	-	-	-
ANKRD35	148741	121	121	-	-	-
ANKRD36	375248	15	15	-	-	-
ANKRD36B	57730	8	8	-	1	-
ANKRD36C	400986	17	17	-	2	-
ANKRD37	353322	62	62	-	-	-
ANKRD39	51239	21	21	-	-	-
ANKRD40	91369	5	5	-	-	-
ANKRD42	338699	4	4	-	-	-
ANKRD44	91526	15	15	-	1	-
ANKRD44-IT1	101927547	15	15	-	-	-
ANKRD45	339416	11	11	-	-	-
ANKRD46	157567	20	20	-	-	-
ANKRD49	54851	5	5	-	-	-
ANKRD50	57182	8	8	-	-	-
ANKRD52	283373	1	1	-	-	-
ANKRD53	79998	5	5	-	-	-
ANKRD54	129138	10	10	-	-	613383
ANKRD55	79722	6	6	-	-	615189
ANKRD6	22881	8	8	-	-	610583
ANKRD60	140731	6	6	-	-	-
ANKRD61	100310846	19	19	-	-	-
ANKRD62	342850	38	38	-	-	-
ANKRD63	100131244	2	2	-	-	-
ANKRD65	441869	78	78	-	-	-
ANKRD66	100287718	3	3	-	-	-
ANKRD7	56311	10	10	-	-	610731
ANKRD9	122416	24	24	-	-	-
ANKS1A	23294	1	1	-	-	608994
ANKS1B	56899	5	5	-	-	607815
ANKS3	124401	8	8	-	-	-
ANKS4B	257629	3	3	-	-	609901
ANKS6	203286	21	21	5	5	615370
ANKUB1	389161	4	4	-	-	-
ANKZF1	55139	11	11	-	-	-
ANLN	54443	8	8	1	1	616027
ANO1	55107	1	1	-	-	610108
ANO1-AS2	100009613	1	1	-	-	-
ANO10	55129	12	12	10	9	613726
ANO2	57101	18	18	-	1	610109
ANO3	63982	13	13	4	5	610110
ANO4	121601	4	4	-	-	610111
ANO5	203859	101	75	71	19	608662
ANO6	196527	5	5	1	1	608663
ANO7	50636	58	58	-	-	605096
ANO7P1	101927546	15	15	-	-	-
ANO8	57719	6	6	-	-	610216
ANO9	338440	12	12	-	-	-
ANOS1	3730	156	155	18	21	300836
ANP32A	8125	2	2	-	-	600832
ANP32A-IT1	80035	2	2	-	-	-
ANP32B	10541	18	18	-	-	-
ANP32C	23520	22	22	-	-	606877
ANP32D	23519	1	1	-	-	606878
ANP32E	81611	3	3	-	-	609611
ANPEP	290	13	13	-	-	151530
ANTXR1	84168	8	8	4	3	606410
ANTXR2	118429	20	20	8	11	608041
ANTXRL	195977	70	70	-	-	-
ANXA1	301	19	19	-	-	151690
ANXA10	11199	25	25	-	2	608008
ANXA11	311	16	16	-	-	602572
ANXA13	312	22	22	-	-	602573
ANXA2	302	3	3	-	-	151740
ANXA2R	389289	9	9	-	-	611296
ANXA3	306	8	8	-	-	106490
ANXA4	307	4	4	-	-	106491
ANXA5	308	9	9	1	-	131230
ANXA6	309	4	4	-	-	114070
ANXA7	310	7	7	-	-	186360
ANXA8	653145	71	71	-	-	602396
ANXA8L1	728113	70	69	-	-	-
ANXA9	8416	2	2	-	1	603319
AOAH	313	7	7	-	-	102593
AOAH-IT1	100874264	7	7	-	-	-
AOC1	26	36	36	-	-	104610
AOC2	314	4	4	-	-	602268
AOC3	8639	4	4	-	-	603735
AOX1	316	18	18	-	-	602841
AP1AR	55435	3	3	-	-	610851
AP1B1	162	12	12	-	-	600157
AP1G1	164	14	14	-	-	603533
AP1G2	8906	11	11	-	-	603534
AP1M1	8907	5	5	-	-	603535
AP1M2	10053	6	6	-	-	607309
AP1S1	1174	9	9	1	1	603531
AP1S2	8905	97	97	8	6	300629
AP1S3	130340	16	16	2	-	615781
AP2A1	160	2	2	-	-	601026
AP2A2	161	10	10	-	-	607242
AP2B1	163	1	1	-	-	601025
AP2M1	1173	20	20	-	-	601024
AP2S1	1175	6	6	3	3	602242
AP3B1	8546	19	19	16	9	603401
AP3B2	8120	7	7	-	-	602166
AP3D1	8943	10	10	-	-	607246
AP3M1	26985	6	6	-	-	610366
AP3M2	10947	29	29	-	-	610469
AP3S1	1176	12	12	-	-	601507
AP3S2	10239	13	13	-	-	602416
AP4B1	10717	19	19	16	5	607245
AP4B1-AS1	100287722	14	10	-	1	-
AP4E1	23431	19	19	14	3	607244
AP4M1	9179	15	15	6	4	602296
AP4S1	11154	15	15	3	1	607243
AP5B1	91056	1	1	-	-	614367
AP5M1	55745	4	4	-	-	614368
AP5S1	55317	18	18	-	-	614824
AP5Z1	9907	26	26	10	2	613653
APAF1	317	3	3	-	-	602233
APBA1	320	24	24	-	2	602414
APBA2	321	54	54	-	2	602712
APBA3	9546	11	11	-	-	604262
APBB1	322	6	6	-	-	602709
APBB1IP	54518	4	4	-	-	609036
APBB2	323	3	3	-	-	602710
APBB3	10307	6	6	-	-	602711
APC	324	1806	1606	850	120	611731
APC2	10297	10	10	-	-	612034
APCDD1	147495	45	45	1	1	607479
APCDD1L	164284	6	6	-	-	-
APCDD1L-AS1	149773	6	6	-	-	-
APCS	325	4	4	-	-	104770
APEH	327	2	2	-	-	102645
APELA	100506013	21	21	-	-	615594
APEX1	328	14	14	-	-	107748
APEX2	27301	68	68	-	-	300773
APH1A	51107	3	3	-	-	607629
APH1B	83464	1	1	-	-	607630
API5	8539	9	9	-	-	609774
APIP	51074	4	4	-	-	612491
APITD1	378708	23	23	-	-	609130
APITD1-CORT	100526739	23	23	-	-	-
APLF	200558	4	4	-	-	611035
APLN	8862	86	86	-	-	300297
APLNR	187	3	3	-	-	600052
APLP1	333	3	3	-	-	104775
APLP2	334	37	37	-	-	104776
APMAP	57136	6	6	-	-	615884
APOA1	335	36	34	29	26	107680
APOA1-AS	104326055	23	23	-	15	-
APOA1BP	128240	4	4	-	-	608862
APOA2	336	7	7	2	1	107670
APOA4	337	11	11	4	3	107690
APOA5	116519	9	9	4	1	606368
APOB	338	60	58	49	22	107730
APOBEC1	339	13	13	-	-	600130
APOBEC2	10930	2	2	-	-	604797
APOBEC3A	200315	13	13	-	-	607109
APOBEC3B	9582	12	12	-	-	607110
APOBEC3B-AS1	100874530	9	9	-	-	-
APOBEC3C	27350	8	8	-	-	607750
APOBEC3D	140564	9	9	-	-	609900
APOBEC3F	200316	9	9	-	-	608993
APOBEC3G	60489	8	8	-	-	607113
APOBEC3H	164668	8	8	-	1	610976
APOBEC4	403314	7	7	-	-	609908
APOBR	55911	27	27	-	-	605220
APOC2	344	21	12	21	12	608083
APOC3	345	17	13	10	6	107720
APOC4-APOC2	100533990	13	8	-	8	-
APOD	347	27	27	-	-	107740
APOE	348	42	37	39	31	107741
APOF	319	1	1	-	-	107760
APOH	350	7	7	1	2	138700
APOL1	8542	12	12	3	-	603743
APOL2	23780	9	9	-	-	607252
APOL3	80833	8	8	-	-	607253
APOL4	80832	8	8	-	-	607254
APOL5	80831	6	6	-	-	607255
APOL6	80830	6	6	-	-	607256
APOLD1	81575	15	15	-	-	612456
APOM	55937	1	1	-	-	606907
APOO	79135	80	80	-	-	300753
APOOL	139322	79	79	-	-	300955
APOPT1	84334	32	32	4	4	616003
APP	351	90	69	42	19	104760
APPBP2	10513	6	6	-	-	605324
APPL1	26060	4	4	2	2	604299
APPL2	55198	5	5	-	1	606231
APRT	353	37	36	12	10	102600
APTR	100505854	10	10	-	-	616048
APTX	54840	50	49	13	9	606350
AQP1	358	10	9	3	1	107776
AQP10	89872	1	1	-	-	606578
AQP11	282679	3	3	-	-	609914
AQP12A	375318	58	58	-	-	609789
AQP12B	653437	57	57	-	-	-
AQP2	359	27	25	24	21	107777
AQP3	360	35	35	1	-	600170
AQP4	361	17	17	-	-	600308
AQP4-AS1	147429	17	17	-	-	-
AQP5	362	7	7	5	5	600442
AQP6	363	2	2	-	-	601383
AQP7	364	36	36	2	-	602974
AQP8	343	9	9	-	-	603750
AQP9	366	3	3	-	-	602914
AQR	9716	7	7	-	-	610548
AR	367	129	127	63	59	313700
ARAF	369	79	79	-	-	311010
ARAP1	116985	3	3	-	-	606646
ARAP1-AS2	100506020	3	3	-	-	-
ARAP2	116984	3	3	-	-	606645
ARAP3	64411	8	8	-	-	606647
ARC	23237	28	28	-	-	612461
ARCN1	372	9	9	-	-	600820
AREG	374	8	8	-	-	104640
AREL1	9870	7	7	-	-	615380
ARF1	375	17	17	-	-	103180
ARF3	377	1	1	-	-	103190
ARF4	378	3	3	-	-	601177
ARF5	381	10	10	-	-	103188
ARF6	382	3	3	-	-	600464
ARFGAP1	55738	17	17	-	-	608377
ARFGAP2	84364	5	5	-	-	606908
ARFGAP3	26286	17	17	-	2	612439
ARFGEF1	10565	17	17	-	1	604141
ARFGEF2	10564	35	31	31	5	605371
ARFIP1	27236	13	13	-	-	605928
ARFIP2	23647	5	5	-	-	601638
ARFRP1	10139	17	17	-	-	604699
ARG1	383	19	19	14	13	608313
ARG2	384	2	2	-	-	107830
ARGFX	503582	8	8	-	-	611164
ARGLU1	55082	46	46	-	-	614046
ARHGAP1	392	6	6	-	-	602732
ARHGAP10	79658	21	21	-	1	609746
ARHGAP11A	9824	14	15	1	5	610589
ARHGAP11B	89839	74	74	-	5	616310
ARHGAP12	94134	2	2	-	-	610577
ARHGAP15	55843	6	6	-	1	610578
ARHGAP17	55114	9	9	-	-	608293
ARHGAP18	93663	5	5	-	-	613351
ARHGAP19	84986	5	5	-	-	611587
ARHGAP19-SLIT1	100533184	6	6	-	-	-
ARHGAP20	57569	2	2	-	-	609568
ARHGAP21	57584	5	5	-	-	609870
ARHGAP22	58504	24	24	1	-	610585
ARHGAP23	57636	3	3	-	-	610590
ARHGAP24	83478	18	18	-	5	610586
ARHGAP25	9938	4	4	-	-	610587
ARHGAP26	23092	19	19	3	3	605370
ARHGAP26-AS1	100874239	7	7	-	-	-
ARHGAP26-IT1	100874372	7	7	-	-	-
ARHGAP27	201176	5	5	-	-	610591
ARHGAP28	79822	51	51	-	1	610592
ARHGAP29	9411	2	2	-	-	610496
ARHGAP30	257106	5	5	-	-	614264
ARHGAP31	57514	18	18	7	2	610911
ARHGAP31-AS1	100874246	11	11	-	-	-
ARHGAP32	9743	36	36	-	1	608541
ARHGAP33	115703	3	3	-	-	614902
ARHGAP35	2909	3	3	-	-	605277
ARHGAP36	158763	86	86	-	-	300937
ARHGAP39	80728	34	34	-	-	615880
ARHGAP4	393	121	121	-	-	300023
ARHGAP40	343578	5	5	-	-	-
ARHGAP42	143872	8	8	-	-	615936
ARHGAP44	9912	2	2	-	-	-
ARHGAP5	394	13	13	-	-	602680
ARHGAP5-AS1	84837	12	12	-	-	-
ARHGAP6	395	116	116	-	12	300118
ARHGAP8	23779	29	29	-	3	609405
ARHGAP9	64333	5	5	1	-	610576
ARHGDIA	396	13	13	3	3	601925
ARHGDIB	397	14	14	-	-	602843
ARHGDIG	398	18	18	-	-	602844
ARHGEF1	9138	2	2	-	-	601855
ARHGEF10	9639	66	65	4	3	608136
ARHGEF10L	55160	8	8	-	1	612494
ARHGEF11	9826	3	3	-	-	605708
ARHGEF12	23365	17	17	-	1	604763
ARHGEF15	22899	10	10	1	-	608504
ARHGEF16	27237	61	61	-	1	-
ARHGEF17	9828	3	3	-	-	-
ARHGEF18	23370	5	5	-	-	616432
ARHGEF19	128272	15	15	-	-	612496
ARHGEF2	9181	4	4	-	-	607560
ARHGEF25	115557	4	4	-	-	610215
ARHGEF26	26084	7	7	-	-	-
ARHGEF26-AS1	100507524	7	7	-	-	-
ARHGEF28	64283	1	1	-	-	612790
ARHGEF3	50650	2	2	-	-	612115
ARHGEF3-AS1	100874200	2	2	-	-	-
ARHGEF33	100271715	5	5	-	-	-
ARHGEF35	445328	32	32	-	-	-
ARHGEF37	389337	3	3	-	-	-
ARHGEF38	54848	2	2	-	-	-
ARHGEF38-IT1	100874374	2	2	-	-	-
ARHGEF39	84904	33	33	-	-	-
ARHGEF4	50649	10	10	-	-	605216
ARHGEF40	55701	18	18	-	-	610018
ARHGEF5	7984	27	27	-	-	600888
ARHGEF6	9459	94	94	6	2	300267
ARHGEF7	8874	52	52	-	2	605477
ARHGEF7-AS1	100874226	51	51	-	-	-
ARHGEF9	23229	71	71	4	2	300429
ARHGEF9-IT1	100874355	66	66	-	-	-
ARID1A	8289	17	17	6	3	603024
ARID1B	57492	59	59	42	18	614556
ARID2	196528	25	25	4	4	609539
ARID3A	1820	14	14	-	1	603265
ARID3B	10620	11	11	-	-	612457
ARID3C	138715	33	33	-	-	-
ARID4A	5926	7	7	-	-	180201
ARID4B	51742	18	18	-	-	609696
ARID5A	10865	21	21	-	-	611583
ARID5B	84159	7	7	-	-	608538
ARIH1	25820	7	7	-	-	605624
ARIH2	10425	2	2	-	-	605615
ARIH2OS	646450	1	1	-	-	-
ARL1	400	5	5	-	-	603425
ARL10	285598	23	23	-	-	-
ARL11	115761	34	34	-	-	609351
ARL13A	392509	83	83	-	-	-
ARL13B	200894	17	17	8	4	608922
ARL14	80117	11	11	-	-	614439
ARL14EP	120534	7	6	2	1	612295
ARL14EPL	644100	11	11	-	-	-
ARL15	54622	9	9	-	-	-
ARL16	339231	9	9	-	-	-
ARL17A	51326	39	36	-	-	-
ARL17B	100506084	48	43	-	1	-
ARL2BP	23568	6	6	2	2	615407
ARL3	403	6	6	-	-	604695
ARL4A	10124	17	17	-	-	604786
ARL4C	10123	24	24	-	-	604787
ARL4D	379	10	10	-	-	600732
ARL5A	26225	6	6	-	-	608960
ARL5B	221079	8	8	-	-	608909
ARL5C	390790	4	4	-	-	-
ARL6	84100	17	16	9	8	608845
ARL6IP1	23204	5	5	1	1	607669
ARL6IP4	51329	9	9	-	-	607668
ARL6IP5	10550	4	4	-	-	605709
ARL6IP6	151188	7	7	-	-	616495
ARL8A	127829	2	2	-	-	-
ARL8B	55207	40	40	-	1	-
ARL9	132946	8	8	-	-	612405
ARMC1	55156	14	14	-	-	-
ARMC10	83787	9	9	-	-	611864
ARMC12	221481	3	3	-	-	-
ARMC2	84071	9	9	-	1	-
ARMC2-AS1	101929716	8	8	-	-	-
ARMC3	219681	4	4	-	-	611226
ARMC4	55130	12	12	5	6	615408
ARMC5	79798	9	9	7	7	615549
ARMC6	93436	4	4	-	-	-
ARMC7	79637	3	3	-	-	-
ARMC8	25852	16	16	-	-	-
ARMC9	80210	14	14	-	1	-
ARMCX1	51309	83	83	-	-	300362
ARMCX2	9823	82	82	-	-	300363
ARMCX3	51566	83	83	-	-	300364
ARMCX3-AS1	100128574	82	82	-	-	-
ARMCX4	100131755	84	84	-	-	-
ARMCX5	64860	84	84	-	-	-
ARMCX5-GPRASP2	100528062	84	84	-	-	-
ARMCX6	54470	82	82	-	-	-
ARMS2	387715	19	18	3	-	611313
ARMT1	79624	6	6	-	-	616332
ARNT	405	1	1	-	-	126110
ARNT2	9915	5	5	-	-	606036
ARNTL	406	3	3	-	-	602550
ARNTL2	56938	16	16	-	-	614517
ARNTL2-AS1	101928646	16	16	-	-	-
ARPC1A	10552	7	7	-	-	604220
ARPC1B	10095	7	7	-	-	604223
ARPC2	10109	9	9	-	-	604224
ARPC3	10094	2	2	-	-	604225
ARPC4	10093	26	26	-	-	604226
ARPC4-TTLL3	100526693	26	26	-	-	-
ARPC5	10092	7	7	-	-	604227
ARPC5L	81873	16	16	-	-	-
ARPIN	348110	13	13	-	-	615543
ARPP19	10776	4	4	-	-	605487
ARPP21	10777	9	9	-	-	605488
ARR3	407	66	66	-	-	301770
ARRB1	408	3	3	-	-	107940
ARRB2	409	15	15	-	-	107941
ARRDC1	92714	44	44	-	1	-
ARRDC2	27106	5	5	-	-	-
ARRDC3	57561	13	13	-	-	612464
ARRDC3-AS1	100129716	14	14	-	2	-
ARRDC4	91947	28	28	-	-	-
ARRDC5	645432	7	7	-	1	-
ARSA	410	221	191	113	63	607574
ARSB	411	30	27	28	17	611542
ARSD	414	111	111	-	-	300002
ARSE	415	137	136	21	13	300180
ARSF	416	118	118	-	2	300003
ARSG	22901	5	5	-	1	610008
ARSH	347527	114	114	-	-	300586
ARSI	340075	5	5	1	-	610009
ARSJ	79642	3	3	-	-	610010
ARSK	153642	12	12	-	-	610011
ART1	417	5	5	-	-	601625
ART3	419	10	10	-	-	603086
ART4	420	19	19	5	-	110600
ART5	116969	5	5	-	-	610625
ARTN	9048	5	5	-	-	603886
ARV1	64801	21	21	1	1	611647
ARVCF	421	167	167	1	-	602269
ARX	170302	176	167	94	41	300382
AS3MT	57412	7	7	-	-	611806
ASAH1	427	61	61	14	12	613468
ASAH2	56624	9	9	-	-	611202
ASAH2B	653308	9	9	-	-	610987
ASAP1	50807	32	32	-	1	605953
ASAP1-IT1	29065	30	30	-	-	-
ASAP1-IT2	100507117	31	31	-	-	-
ASAP2	8853	15	15	-	-	603817
ASB1	51665	43	43	-	-	605758
ASB10	136371	88	88	4	4	615054
ASB11	140456	87	87	-	-	300626
ASB12	142689	64	64	-	-	300891
ASB13	79754	20	20	-	-	615055
ASB14	142686	2	2	-	-	-
ASB15	142685	12	12	-	-	-
ASB16	92591	6	6	-	-	615056
ASB16-AS1	339201	6	6	-	-	-
ASB17	127247	5	5	-	-	-
ASB18	401036	37	37	-	-	-
ASB2	51676	10	10	-	-	605759
ASB3	51130	5	5	-	-	605760
ASB4	51666	4	4	-	-	605761
ASB5	140458	38	38	-	1	615050
ASB6	140459	23	23	-	-	615051
ASB7	140460	43	43	-	-	615052
ASB8	140461	1	1	-	-	615053
ASB9	140462	87	87	-	-	300890
ASCC1	51008	7	7	1	1	614215
ASCC2	84164	10	10	-	-	614216
ASCC3	10973	6	6	-	-	614217
ASCL1	429	13	13	10	3	100790
ASCL2	430	14	14	-	-	601886
ASCL3	56676	5	5	-	-	609154
ASCL4	121549	5	5	-	-	609155
ASCL5	647219	2	2	-	-	-
ASF1A	25842	11	11	-	-	609189
ASF1B	55723	8	8	-	-	609190
ASGR1	432	12	12	-	1	108360
ASGR2	433	12	12	-	-	108361
ASH1L	55870	4	4	-	-	607999
ASH1L-AS1	645676	3	3	-	-	-
ASH2L	9070	33	33	-	-	604782
ASIC1	41	2	2	-	-	602866
ASIC2	40	7	7	-	-	601784
ASIC3	9311	35	35	-	-	611741
ASIC4	55515	11	11	-	-	606715
ASIC5	51802	13	13	-	-	-
ASIP	434	6	6	1	1	600201
ASL	435	59	54	47	25	608310
ASMT	438	124	124	-	1	300015
ASMT	438	124	124	-	1	402500
ASMTL	8623	124	124	-	-	300162
ASMTL	8623	124	124	-	-	400011
ASMTL-AS1	80161	123	123	-	-	-
ASNA1	439	10	10	-	-	601913
ASNS	440	8	8	3	3	108370
ASNSD1	54529	12	12	-	-	-
ASPA	443	44	44	22	20	608034
ASPDH	554235	5	5	-	-	-
ASPG	374569	31	31	-	-	-
ASPH	444	20	20	2	4	600582
ASPHD1	253982	118	118	-	1	-
ASPHD2	57168	8	8	-	-	-
ASPM	259266	336	296	267	118	605481
ASPN	54829	17	16	2	-	608135
ASPRV1	151516	4	4	-	-	611765
ASPSCR1	79058	11	11	-	-	606236
ASRGL1	80150	1	1	-	-	609212
ASS1	445	78	70	58	35	603470
ASTE1	28990	7	7	-	-	-
ASTL	431705	21	21	-	-	608860
ASTN1	460	8	8	-	-	600904
ASTN2	23245	44	44	-	3	612856
ASTN2-AS1	100128505	13	13	-	-	-
ASUN	55726	11	11	-	-	615079
ASXL1	171023	43	43	10	10	612990
ASXL2	55252	11	11	-	-	612991
ASXL3	80816	26	26	4	4	615115
ASZ1	136991	10	10	-	-	605797
ATAD1	84896	3	3	-	-	614452
ATAD2	29028	23	23	-	1	611941
ATAD2B	54454	10	10	-	-	615347
ATAD3A	55210	80	80	-	1	612316
ATAD3B	83858	81	80	-	1	612317
ATAD3C	219293	80	79	-	-	-
ATAD5	79915	25	25	-	-	609534
ATAT1	79969	3	3	-	-	615556
ATCAY	85300	13	13	1	1	608179
ATE1	11101	14	14	-	2	607103
ATE1-AS1	100130887	13	13	-	-	-
ATF1	466	4	4	-	-	123803
ATF2	1386	16	16	-	-	123811
ATF3	467	5	5	-	-	603148
ATF4	468	5	5	-	-	604064
ATF5	22809	3	3	-	-	606398
ATF6	22926	11	11	6	12	605537
ATF6B	1388	1	1	-	-	600984
ATF7	11016	5	5	-	1	606371
ATF7IP	55729	14	14	-	-	613644
ATF7IP2	80063	13	13	-	-	613645
ATG10	83734	2	2	-	-	610800
ATG101	60673	3	3	-	-	615089
ATG12	9140	12	12	-	-	609608
ATG13	9776	7	7	-	-	615088
ATG14	22863	4	4	-	-	613515
ATG16L1	55054	20	19	3	-	610767
ATG16L2	89849	3	3	-	-	-
ATG2B	55102	16	13	4	-	616226
ATG3	64422	13	13	-	-	609606
ATG4A	115201	82	82	-	-	300663
ATG4B	23192	60	60	-	-	611338
ATG4C	84938	11	11	-	-	611339
ATG4D	84971	6	6	-	-	611340
ATG5	9474	8	8	-	-	604261
ATG7	10533	17	17	-	1	608760
ATG9A	79065	11	11	-	-	612204
ATG9B	285973	35	35	-	-	612205
ATHL1	80162	10	10	-	-	-
ATIC	471	14	14	2	2	601731
ATL1	51062	34	31	23	19	606439
ATL2	64225	7	7	-	-	609368
ATL3	25923	3	3	2	1	609369
ATM	472	1386	1175	1373	229	607585
ATMIN	23300	24	24	-	-	614693
ATN1	1822	22	22	4	4	607462
ATOH1	474	12	12	-	-	601461
ATOH7	220202	11	11	4	4	609875
ATOH8	84913	4	4	-	-	-
ATOX1	475	4	4	-	-	602270
ATP10A	57194	155	155	-	-	605855
ATP10B	23120	7	7	-	-	-
ATP10D	57205	5	5	-	1	-
ATP11A	23250	56	56	-	-	605868
ATP11A-AS1	100874205	56	56	-	-	-
ATP11AUN	400165	56	56	-	-	-
ATP11B	23200	17	17	-	-	605869
ATP11C	286410	97	97	-	1	300516
ATP12A	479	19	19	-	-	182360
ATP13A1	57130	4	4	-	-	-
ATP13A2	23400	36	36	24	11	610513
ATP13A3	79572	24	24	-	1	610232
ATP13A4	84239	19	19	-	-	609556
ATP13A4-AS1	101929198	19	19	-	-	-
ATP13A5	344905	19	19	-	-	-
ATP13A5-AS1	100874218	19	19	-	-	-
ATP1A1	476	8	8	3	3	182310
ATP1A1-AS1	84852	4	4	-	-	-
ATP1A2	477	98	93	90	17	182340
ATP1A3	478	59	58	56	53	182350
ATP1A4	480	5	5	-	-	607321
ATP1B1	481	10	10	1	-	182330
ATP1B2	482	10	10	-	-	182331
ATP1B3	483	10	10	-	-	601867
ATP1B4	23439	86	86	-	-	-
ATP2A1	487	67	67	12	7	108730
ATP2A1-AS1	100289092	54	54	-	-	-
ATP2A2	488	16	16	13	13	108740
ATP2A3	489	15	15	-	-	601929
ATP2B1	490	2	2	-	-	108731
ATP2B2	491	23	23	1	2	108733
ATP2B2-IT2	100874325	21	21	-	-	-
ATP2B3	492	113	113	5	5	300014
ATP2B4	493	2	2	-	-	108732
ATP2C1	27032	16	16	9	9	604384
ATP2C2	9914	28	28	-	-	613082
ATP4A	495	3	3	-	-	137216
ATP4B	496	57	57	-	-	137217
ATP5A1	498	27	27	2	2	164360
ATP5B	506	1	1	-	-	102910
ATP5C1	509	16	16	-	-	108729
ATP5D	513	15	15	-	-	603150
ATP5E	514	11	11	1	1	606153
ATP5F1	515	4	4	-	-	603270
ATP5G1	516	7	7	-	-	603192
ATP5G2	517	4	4	-	-	603193
ATP5G3	518	16	16	-	-	602736
ATP5H	10476	4	4	-	-	-
ATP5I	521	80	80	-	-	601519
ATP5J	522	38	38	-	-	603152
ATP5J2	9551	7	7	-	-	-
ATP5J2-PTCD1	100526740	7	7	-	-	-
ATP5L	10632	9	9	-	-	-
ATP5L2	267020	13	13	-	-	-
ATP5O	539	34	34	-	-	600828
ATP5S	27109	5	5	-	-	-
ATP5SL	55101	2	2	-	-	-
ATP6AP1	537	111	111	-	-	300197
ATP6AP1L	92270	1	1	-	-	-
ATP6AP2	10159	99	98	23	2	300556
ATP6V0A1	535	5	5	-	-	192130
ATP6V0A2	23545	47	44	25	15	611716
